vi,cn
"Đề lung vong thái diệp,",提籠忘採葉，
"Ái quốc hà cô, duy hữu tinh thần lưu bất tử;",愛國何辜，惟有精神留不死；
Vạn thọ vô kỳ.,萬壽無期。
"Tích tuy bạng ư lâm tuyền, chí tẩm trì ư liêu khoác.",跡雖傍於林泉，志寔馳於寥廓。
Phân phân khai thả lạc.,紛紛開且落。
Dư hậu tái điều binh tiệt lộ dĩ đoạn kỳ thực.,予後再調兵截路以斷其食。
"Hữu đàn hữu lạc,",有驒有駱，
Tứ phương vi tắc.,四方爲則。
Phục đạo ủng đầu thanh.,復道甕頭清。
Mạc nhiên tịnh tiết cánh thuỳ trù.,邈然靖節更誰儔。
Tình nhật thâm song phong vũ hưởng.,晴日深窗風雨響。
"Sở xướng ""Hột na"" thanh.",所唱紇那聲。
"Tàn sinh hà ý hữu kim niên,",殘生何意有今年？
"Quần công tiên chính,",群公先正，
"Không đối Hồ thiên nguyệt,",空對胡天月，
"Chiết mai phùng dịch sứ,",折梅逢驛使，
"Hưu tương tự kỷ tâm điền muội,",休將自己心田昧，
"Phong lang sinh khu, khu sinh bi.",封狼生貙貙生羆。
Cừ trừ bất tỉ.,籧篨不殄。
"Huyền minh nguyệt dĩ tự chiếu hề, tồ thanh dạ ư động phòng.",懸明月以自照兮，徂清夜於洞房。
"Thiền dã bất cầu,",禪也不求，
"Đạo vô ảnh tượng,",道無影像，
"Lạp quang cao huyền chiếu sa không,",蠟光高懸照紗空，
Hảo sự đa như thử.,好事多如此。
Thiện phu tả hữu;,膳夫左右；
Bế lũ y chi khinh luyện.,閉縷衣之輕練。
"Hựu hướng nhân gia trác đại ốc,",又向人家啄大屋，
"Lão phu trì tiết sứ tuyệt vực,",老夫持節使絶域，
"Hồ duy thị bất đồng vị,",胡維嗜不同味，
"Cẩn tắc vô ưu,",謹則無憂，
Lưu tương dữ hậu nhân.,留將與後人。
Vạn tượng khởi diệt vô đào hình.,萬象起滅無逃形。
Nhất ngâm song lệ lưu.,一吟雙淚流。
"Thành trung tương thức tận phồn hoa,",城中相識盡繁華，
"Long Môn dược thuỷ tam thiên túng,",龍門躍水三千縱，
Kháp như sơ thính Sở ca thì.,恰如初聽楚歌時。
"Lưỡng châu thảm liệt đài tiển bì,",兩株慘裂苔蘚皮，
"Khúc chung thu bát đương tâm hoạch,",曲終收撥當心畫，
"Tiểu phụ xuân lai bất giải ta,",小婦春來不解嗟，
Bắc Mang trủng mộ cao tha nga!,北邙塚墓高嵯峨。
"Thuỷ đạm đạm nhi bàn hu hề, hồng ba dâm dâm chi dung duệ.",水澹澹而盤紆兮，洪波淫淫之溶㵝。
"Nguyện tòng khuyển trệ cầu kỳ dư.""",願從犬彘求其餘。」
"Chấp tấn liên liên,",執訊連連，
Duật lai tư vũ.,聿来胥宇。
"Tri âm thức khúc,",知音識曲，
Dân sinh tam sự tàm phụ thế linh.,民生三事慚負涕零。
Ninh đinh ngã cung!,寧丁我躬！
Xuyên Hậu tĩnh ba.,川後靜波。
"Đường lê cung trung yến sơ chí,",棠梨宮中燕初至，
"Tận nhật hành hải biên,",盡日行海邊，
Chi tử quy.,之子歸，
An đắc nhĩ bối khai kỳ quần.,安得爾輩開其群，
Thanh sơn dục mộ thì.,青山欲暮時。
"Cái sở vi chi thuận mệnh hề, hành thiên hạ nhi bất dĩ vi xước.",蓋所為之順命兮衡天下而不以為綽。
"Hán kinh sùng phiệt duyệt,",漢京崇閥閱，
"Dân hữu túc tâm,",民有肅心，
"Tương tiến tửu,",將進酒，
"Tương tuỳ vị thị đoạn trường bi,",相隨未是斷腸悲，
Xa thượng phong đăng bán diệt minh.,車上風燈半滅明。
"Tả chấp đào,",左執翿，
"Trường quan khiếu hào lại trì đột,",長官叫號吏馳突，
Thủ trì bạch vũ vị cảm thích.,手持白羽未敢釋。
"Liêm gian tiếu ngữ tự tương vấn,",簾間笑語自相問，
Tể tướng chí vi quan.,宰相志為官。
"Duyên hộc sức ngọc,",緣鵠飾玉，
Tiền độ Lưu lang tại thiên lý.,前度劉郎在千里。
"Lạc chỉ quân tử,",樂隻君子，
"Vương tích Hàn Hầu,",王錫韓侯，
"Triêu thiên sổ vãn phi long mã,",朝天數挽飛龍馬，
Quy mô nhất bệnh nhân.,規模一病人。
Trà Lân chi trúc phá hôi phi.,茶麟之竹破灰飛。
Hổ báo ai hào hữu kham ký.,虎豹哀號又堪記。
Bộn nhập tằng cung chi tha nga.,坌入曾宮之嵯峨。
Phàm sự trung gian yếu cẩn thuỷ.,凡事中間要謹始。
Phi lễ bất chỉnh.,非禮不整。
Tự niết mục tác quái.,自揘目作怪。
"Tâm tri thử biệt thư nan ký,",心知此别書難寄，
La miệt sinh trần.,羅襪生塵。
Vô xứ mịch cô bồ.,無處覓菰蒲。
Bán tử bán sinh do tập tập.,半死半生猶戢戢。
"Xuân yên mạc mạc mê xuân thụ,",春煙漠漠迷春樹，
"Tử hữu xa mã,",子有車馬，
Phi diễm chiếu sơn thê điểu kinh.,飛燄照山棲鳥驚。
Hiểu ô đề bãi mộ lâm không.,曉烏啼罷暮林空。
Khổng cức ngã ngữ.,孔棘我圉。
Khủng phóng đông quân khoảnh khắc gian.,恐放東君頃刻間。
"Bất vị thanh xuân dung dịch cải,",不爲青春容易改，
Tự nhĩ phiêu linh quá tuế thì.,似爾飄零過歲時。
Tường đê bất ngại khuy.,牆低不礙窺。
"Đông môn chi dương,",東門之楊，
"Bạch mao phô lục thuỷ,",白毛鋪綠水，
"Phiên phiên giả chuy,",翩翩者鵻，
"Nhất vi Ngô quận thú,",一為吳郡守，
Cứu tai trủng tể.,疚哉冢宰。
Yến vĩ tú mâu hồ.,燕尾繡蝥弧。
Hà sở ức yên!,何所億焉！
"Nhất nhập thâm cung lý,",一入深宮裏，
"Thể nhược sương ưng giác,",体弱霜應覺，
"Cùng Hổ Khê chi nguyên, thám Nhạn Đãng chi quật.",窮虎溪之源，探雁蕩之窟，
Bắc sơn hữu dũ.,北山有楰。
Tứ toạ vô ngôn tinh dục hy.,四座無言星欲稀。
U yết lưu cảnh thuỷ hạ than.,幽咽流景水下灘。
"Vương mệnh Thân Bá,",王命申伯，
"Quân thần đại nghĩa tối phân minh,",君臣大義最分明，
"Tiêu trường tiêu đoản vật phục vân,",杓長杓短勿復云，
Chu tử huyên hô: “Công độ hà”.,舟子喧呼公渡河。
Thả dĩ hỉ lạc.,且以喜樂，
Tửu trản hoa chi bần giả duyên.,酒盞花枝貧者緣。
"Cuồng Minh tứ khích, nhân dĩ độc ngã dân;",狂明伺隙，因以毒我民；
Giang sơn tiêu sắt ẩn bi già.,江山蕭瑟隱悲笳。
Chân chân công tính.,振振公姓。
Mạo tuyết tác tiên dung,冒雪作先容。
Nhân gian hữu thử hoa.,人間有此花。
"Sơ dung tự phận viễn giang hồ,",疏慵自分遠江湖，
Du dữ giang hồ điếu tẩu tri.,輸與江湖釣叟知。
Đồ đắc Điền Quang khinh nhất vẫn.,徒得田光輕一刎。
Thuỳ gia nhị nữ chủng tân cốc.,誰家二女種新榖。
"Cố nhân kim cư Tí Ngọ cốc,",故人今居子午谷，
"Nùng kim táng hoa nhân tiếu si,",儂今葬花人笑痴，
"Hán hậu hy hàn nhụ tử, phiên thành Tín Quốc tù Yên.",漢後希韓孺子，翻成信國囚燕。
Khởi như tán tiên tiên đáp loan phụng chung nhật tương truy bồi.,豈如散仙鞭答鸞鳳終日相追陪。
Phu vu hạ thổ.,敷于下土。
"Uy di uy di,",委蛇委蛇，
Mạc bất tĩnh hẩu.,莫不靜好。」
Xạ sát lâm trung tuyết sắc lộc.,射殺林中雪色鹿。
"Nam bắc thuận thoả,",南北順㯐，
"Toàn ngoan tù tốt, vạn sơn hoàn ủng nhi thanh lai; đãng quyết uông dương, chúng thuỷ bôn đằng nhi bạch nhiễu.",嶜岏崷崒，萬山環擁而青來；蕩潏汪洋，眾水奔騰而白繞。
Bình sinh trung nghĩa chỉ tâm tri.,平生忠義只心知。
"Xuân phong xuy Thạch Thành,",春風吹石城，
Dị vu điều mai.,施于條枚。
"Xuất san hồi vọng vân mộc hợp,",出山回望雲木合，
"Kiến cao môn chi tha nga hề,",建高門之嵯峨兮，
Tiễn thủ nhất bức lưu ly yên.,剪取一幅琉璃煙。
Duyệt mã liệt cứu tam vạn thất.,閱馬列廄三萬匹。
"Lệnh chung hữu xúc,",令終有俶，
"Cổ đao cẩu đồ giai đắc thế,",鼓刀狗屠皆得勢，
Vô bất nhu gia.,無不柔嘉。
"Nghiệp công thoán phục thâm thụ lý,",業工竄伏深樹裏，
Thứ sĩ hữu khiết.,庶士有朅。
Lưu truyền vạn đại.,流傳萬代。
Khúc Giang đinh uynh thuỷ bình bôi.,曲江汀瀅水平杯。
"Công hạ tộc đàm hà xứ thị,",公暇族談何處是，
Uy phục bách man vô dữ tỉ.,威服百蠻無與比。
Nhi thân dĩ phùng đãi?,而親以逢殆？
"Trần Hiệp tặc chi phúc tâm, ký kiêu kỳ thủ;",陳洽賊之腹心，既梟其首；
"Thú mã sư thị,",趣馬師氏，
"Khải đễ quân tử,",豈弟君子，
Nhân dữ sư bằng cộng nhất thuyền.,人與師朋共一船。
Vu dĩ tồn tỉnh sát chi công; vu dĩ cực hàm dưỡng chi lực.,于以存省察之功；于以極函養之力。
"Cầm sắt tại ngự,",琴瑟在御，
Đồng cư bần tiện tâm diệc thư.,同居貧賤心亦舒。
Dĩ giới my thụ.,以介眉壽。
Tồi chiết bất biện Xương Châu hương.,摧折不辨昌州香。
"An đắc tráng sĩ vãn thiên hà,",安得壯士挽天河，
"Trá xưng Chu vương,",詐稱周王，
"Như huân như trì,",如壎如篪，
"Thả vãng quan hồ,",「且往觀乎
"Bất thắng tâm phạt đế,",不勝心伐帝，
Khắc xương quyết hậu.,剋昌厥後。
"Văn Vương tôn tử,",文王孫子，
"Dĩ lệnh thỉnh cấp hội thông tịch,",已令請急會通籍，
"Sảnh tào tòng sự các gia ngạch,",廳曹從事各加額，
Phong kỳ phiêu nhữ.,風其漂女。
"Yên khai lan diệp hương phong noãn,",煙開蘭葉香風暖，
Quân tử vị kỷ.,君子為己。
Tứ thập ngũ xích bộc bố tuyền.,四十五尺瀑布泉。
"Sóc phong khấu quần mộc,",朔風扣群木，
"Tả hữu bi nhi thuỳ lệ hề, thế lưu ly nhi tòng hoành.",左右悲而垂淚兮，涕流離而從橫。
Sơn trạch thông khí.,山澤通氣。
"Thị trung đẩu mễ thường thập thiên,",市中斗米償十千，
"Động, tĩnh, khuất, thân hề nhất thái cực,",動靜屈伸兮一太極，
"Bạch vũ tằng nhục tam toan nghê,",白羽層肉三狻猊，
Xướng dư huệ (hoạ) nhữ.,倡予和女。
"Ngô quận Trương Điên khoa thảo thư,",吳郡張顛誇草書，
"Chỉ đãi cao phong tiện,",只待高風便，
"Tích giả thuỳ năng tỉ,",昔者誰能比，
"Nhân uân nãi tại quyền thạch gian,",絪縕乃在拳石間，
"Quân gia khuê các bất tằng nan,",君家閨閣不曾難，
"Cùng đông lăng lăng sóc phong liệt,",窮冬棱棱朔風裂，
"Thiếp tâm chính đoạn tuyệt,",妾心正斷絕，
Thiên chi vạn chi hồng diễm tân.,千枝萬枝紅豔新。
Dao kỳ phóng đáo kiều đầu phố.,瑤畿訪到橋頭浦。
Thủ chiết sơn hoa hành xướng ca.,手折山花行唱歌。
Mãn ốc thu dương minh.,滿屋秋陽明。
"Giao hy ân sơ, bất khả tận sướng.",交希恩疏，不可盡暢。
Thuần hỗ nhĩ thường hĩ.,純嘏爾常矣。
"Nhất nhất thư lai báo cố nhân,",一一書來報故人，
"Bỉ mỹ Mạnh Khương,",彼美孟姜，
"Khổ chiến thân tử Mã tướng quân,",苦戰身死馬將軍，
Trường nhật dữ sơn tương thổ thôn.,長日與山相吐吞。
"Bắc Lạc minh tinh động quang thái,",北落明星動光彩，
Phỉ thiệu phỉ du.,匪紹匪遊。
Sinh nhai tại kính trung.,生涯在鏡中。
"La ỷ xuyên lâm, bội thiêm vận trí.",羅綺穿林，倍添韻致。
Thâu nhập quan thương hoá vi thổ.,輸入官倉化為土。
Thiên thặng vạn kỵ hạ hoàng đô.,千乘萬騎下皇都。
Câu ưng trạc trạc.,鉤膺濯濯。
"Chủ nhân khuyến ngã dưỡng tâm cốt,",主人勸我養心骨，
"Miễn tử tân niên ngữ,",勉子新年語，
"Hồng nhan nhược đệ phụ ly biệt,",紅顏弱弟負離別，
"Do hữu cô thần ngoạ tiểu lâu,",猶有孤臣臥小樓，
Thể đoạn phong lưu vạn sự túc.,體段風流萬事足。
"Phong hoa nhật tương lão,",風花日將老，
"Báo tung hổ tích bất cảm tỵ,",豹蹤虎跡不敢避，
Vũ tòng đầu thượng thấp đáo giáp.,雨從頭上濕到胛。
"Tự quân chi xuất hĩ,",自君之出矣，
Do tự tại Liêu tê.,猶自在遼西。
Sở hỉ vô huyên hoa.,所喜無喧嘩。
"Duy tích chi phú,",維昔之富，
Nhất thời di trướng quá Tây san.,一時移帳過西山。
"Khiên ti hiểu tỉnh đề ô cấp,",牽絲曉井啼烏急，
Thư nhi đoái đoái hề!,舒而脫脫兮，
Do tự đới đồng thanh.,猶自帶銅聲。
"Thế dữ ngã nhi tương vi, phục giá ngôn hề yên cầu?",世與我而相違，復駕言兮焉求？
Thập bách thành quần khiết lâm dã.,十百成羣囓林野。
Bình sinh nhất phiến tâm.,平生一片心。
Thúc nhiên đằng thượng thanh phong thụ.,倏然騰上青楓樹。
Bất biện tiên nguyên hà xứ tầm?,不辨仙源何處尋？
"Na năng bất tương đãi,",那能不相待，
Hoán Hoa thảo đường diệc hà hữu.,浣花草堂亦何有。
Duy hữu u nhân độc lai khứ.,唯有幽人獨來去。
"Hoàng tuyền vô lữ điếm,",黃泉無旅店，
"Cổ Công Đản Phủ,",古公亶甫，
"Dẫn dẫn quy ư loạn,",泯泯歸於亂，
Hoa mậu xuân tùng.,華茂春松。
"Giá ngã kỳ chú,",駕我騏馵。
"Nữ tử hữu hành,",女子有行，
"Tạc giả châu tiền chuý đại cổ,",昨者州前捶大鼓，
"Quảng khai Hán giới cực thiên nam,",廣開漢界極天南，
Kim thoa dạ vũ hoa sắt bàng.,金釵夜舞華瑟傍。
"Nguy lâu cao bách xích,",危樓高百尺，
"Giang thượng đối sầu quy,",江上對愁歸，
Khước ức Da khê ca thái liên.,卻憶耶溪歌採蓮。
"Ngã ngôn duy phục,",我言維服，
Kim trước chiên cầu học Hồ ngữ.,今著氈裘學胡語。
"Hương lý nhi đồng hạng lĩnh thành,",鄉里兒童項領成，
"Lão nông gia bần tại sơn trú,",老農家貧在山住，
"Quý thích thâm khuê mạch thượng trần,",貴戚深閨陌上塵，
Ái mạc trợ chi.,愛莫助之。
Ngô tương quy hồ đông lộ.,吾將歸乎東路。
Nam thổ thị bảo.,南土是保。
Viễn tố giang thuỷ cùng Ly Đôi.,遠泝江水窮離堆。
"Thiền sam lân đới áp sầu hương,",蟬衫麟帶壓愁香，
"Trượng phu cái quan sự thuỷ định,",丈夫蓋棺事始定，
Hãn chư trấn chi hạn phiên; cứ thượng lưu chi tân yếu.,捍諸鎮之限藩；據上流之津要。
"Tiên đế thiên mã Ngọc Hoa Thông,",先帝天馬玉花驄，
"Mao thiêm nhất nguyệt lũng thượng túc,",茅苫一月隴上宿，
"Nhất năng sinh nhân, nhất năng tử.",一能生人一能死。
Thân mệnh trảo nha chi thần.,申命爪牙之臣。
Tại quynh chi dã.,在垧之野。
Văn oanh không tự thương.,聞鶯空自傷。
"Tiên chính kỳ thân,",先正其身，
Hạ chủng thất trạch căn chu liên.,下種七澤根株連。
Bất gián diệc nhập.,不諫亦入。
"Ngô Vương cựu uyển phương thảo đa,",吳王舊苑芳草多，
"Chu dư lê dân,",週餘黎民，
"Ký kiến quân tử,",既見君子，
"Tất suất tại đường,",蟋蟀在堂，
"Công tử vương tôn phương thụ hạ,",公子王孫芳樹下，
Dĩ trừu tam trượng bạch dương chi.,已抽三丈白楊枝。
Bất dụng Trung Nguyên đa xuất sư.,不用中原多出師。
"Miện hoài du dự thị niên niên,",眄懷遊豫是年年，
Đố tâm xung xung.,妒心衝衝。
"Phu thiên chi hạ,",敷天之下，
"Y! Khứ tựu tịnh thất nghĩa hề, cố nan đào kỳ trách vân.",伊！去就並失義兮，固難逃其責云。
Vật sử lý quắc hề tăng quân tu.,勿使履閾兮增君羞。
"Phất vạn quốc chi âu ca, dật tứ hải chi tụng thanh,",沸萬國之歐歌，溢四海之頌聲，
Kim quản từ xuy khúc vị chung.,金管徐吹曲未終。
Đạo Phủ vấn tấn kim hà như?,道甫問訊今何如？
Sinh ca hà xứ thu phong dao độ mã lương gian.,笙歌何處秋風遙渡馬涼間。
Quí ngã viễn lai thiên cận quang.,愧我遠來偏近光。
Trị kỳ lộ thẩu.,值其鷺翿。
"An Nam bản đồ sổ thiên lý,",安南版圖數千里，
"Cao xướng lê viên ca đại khốc,",高唱梨園歌代哭，
Tắc bất ngã văn.,則不我聞。
Chi tử vô bặc.,之子無服。
Hữu vấn vô thanh.,有聞無聲。
Duẫn vương duy hậu.,允王維后。
"Liên tiêu mạch mạch phục sưu sưu,",連宵脈脈復颼颼，
"Xuất kỳ đông môn,",出其東門，
"Hoàn thương bắc viên lý,",還傷北園裏，
"Đình đình bảo cái cao ma vân,",亭亭寶蓋高摩雲，
Phương ngoại tửu đồ hy tuý miên.,方外酒徒稀醉眠。
"Tiểu oa sanh tiểu đĩnh,",小娃撐小艇，
Ngọc viết: Trạng hà như dã?,玉曰：狀何如也？
"Cù Đường phún lãng phiên cửu uyên,",瞿塘噴浪翻九淵，
Kim lai vô số nhân dương phi.,今來無數人揚非。
"Hoang dâm vô độ, Xương Vương di Hán tộ chi long; hồ mị phi xương, Vũ thị thiết Đường gia chi khí.",荒淫無度，昌王移漢祚之隆；狐媚披猖，武氏竊唐家之器。
Lương môi bất tương thức.,良媒不相識。
"Dĩ trì kỳ trương,",以峙其粻，
"Tổng hướng xuân viên lý,",總向春園裏，
Toạ đối thanh sơn tứ khuynh đảo.,坐對青山恣傾倒。
