vi,cn
Cảo cảo xuất nhật.,杲杲出日。
"Nguyện ngôn tư bá,",愿言思伯，
Cam tâm thủ tật.,甘心首疾。
"Yên đắc huyên thảo,",焉得諼草？
Ngôn thụ chi bội.,言樹之背。
"Nguyện ngôn tư bá,",愿言思伯，
Sử ngã tâm mội.,使我心痗。
Ô hoàng thì chu!,於皇時周！
"Trắc kỳ cao sơn,",陟其高山，
"Đoạ sơn kiều nhạc,",嶞山喬岳，
Doãn do hấp hà.,允猶翕河。
"Phu thiên chi hạ,",敷天之下，
Bầu thì chi đối.,裒時之對。
Thì Chu chi mệnh.,時周之命。
"Thượng đế bản bản,",上帝板板，
Hạ dân tốt đản.,下民卒癉。
"Xuất thoại bất nhiên,",出話不然，
Vi do bất viễn.,爲猶不遠。
"Mỹ thánh quản quản,",靡聖管管，
Bất thực ư đản.,不實於亶。
"Do chi vị viễn,",猶之未遠，
Thị dụng đại gián.,是用大諫。
"Thiên chi phương nạn,",天之方難，
Vô nhiên hiến hiến;,無然憲憲；
"Thiên chi phương quệ,",天之方蹶，
Vô nhiên duệ duệ.,無然泄泄。
"Từ chi tập hĩ,",辭之輯矣，
Dân chi hạp hĩ;,民之洽矣；
"Từ chi dịch hĩ,",辭之懌矣，
Dân chi mạc hĩ.,民之莫矣。
"Ngã tuy dị sự,",我雖異事，
Cập nhĩ đồng liêu.,及爾同僚。
"Ngã tức nhĩ mưu,",我即爾謀，
Thính ngã hiêu hiêu.,聽我囂囂。
"Ngã ngôn duy phục,",我言維服，
Vật dĩ vi tiếu.,勿以爲笑。
"Tiên dân hữu ngôn,",先民有言：
Tuân vu sô nhiêu.,詢于芻蕘。
"Thiên chi phương ngược,",天之方虐，
Vô nhiên hước hước.,無然謔謔。
"Lão phu quán quán,",老夫灌灌，
Tiểu tử kiểu kiểu.,小子蹻蹻。
"Phỉ ngã ngôn mạo,",匪我言耄，
Nhĩ dụng ưu hước.,爾用憂謔。
"Đa tương hốc hốc,",多將熇熇，
Bất khả cứu dược.,不可救藥。
"Thiên chi phương tê,",天之方懠，
Vô vi khoa tỳ.,無爲夸毗。
"Uy nghi tốt mê,",威儀卒迷，
Thiện nhân tái thi.,善人載尸。
"Dân chi phương điện hi,",民之方殿屎，
Tắc mạc ngã cảm quỳ.,則莫我敢葵。
"Táng loạn miệt tư,",喪亂蔑資，
Tằng mạc huệ ngã sư.,曾莫惠我師。
Thiên chi dũ dân,天之牖民，
"Như huân như trì,",如壎如篪，
"Như chương như khuê,",如璋如圭，
Như thủ như huề.,如取如攜。
"Huề vô viết ích,",攜無曰益，
"Dũ dân khổng dị,",牖民孔易。
"Dân chi đa tịch,",民之多辟，
Vô tự lập tịch.,無自立辟。
"Giới nhân duy phiên,",价人維藩，
"Đại sư duy viên,",大師維垣，
"Đại bang duy bình,",大邦維屏，
Đại tông duy hàn.,大宗維翰。
"Hoài đức duy ninh,",懷德維寧，
Tông tử duy thành.,宗子維城。
"Vô tỷ thành hoại,",無俾城壞，
Vô độc tư uý.,無独斯畏。
"Kính thiên chi nộ,",敬天之怒，
Vô cảm hí dự;,無敢戲豫；
"Kính thiên chi du,",敬天之渝，
Vô cảm trì khu.,無敢馳驅。
"Hạo thiên viết minh,",昊天曰明，
Cập nhĩ xuất vãng;,及爾出王；
"Hạo thiên viết đán,",昊天曰旦，
Cập nhĩ du diễn.,及爾游衍。
"Bào hữu khổ diệp,",匏有苦葉，
Tế hữu thâm thiệp.,濟有深涉。
"Thâm tắc lệ,",深則厲，
Thiển tắc khế.,淺則揭。
"Hữu mễ tế doanh,",有瀰濟盈，
Hữu diễu trĩ minh.,有鷕雉鳴。
Tế doanh bất nhu cửu.,濟盈不濡軌，
Trĩ minh cầu kỳ mẫu.,雉鳴求其牡。
Ung ung minh nhạn,雝雝鳴雁，
Húc nhật thuỷ đán.,旭日始旦。
"Sĩ như quy thê,",士如歸妻，
Đãi băng vị phán.,迨冰未泮。
"Thiều thiều chu tỉ,",招招舟子，
Nhân thiệp ngang bĩ.,人涉卬否。
"Nhân thiệp ngang bĩ,",人涉卬否，
Ngang tu ngã hĩ.,卬須我友。
Túc túc bảo vũ.,肅肅鴇羽，
Tập vu bao hủ.,集于苞栩。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ tắc thử.,不能蓺稷黍。
Phụ mẫu hà hộ?,父母何怙？
"Du du thương thiên,",悠悠蒼天，
Hạt kỳ hữu sở?,曷其有所！
Túc túc bảo dực.,肅肅鴇翼，
Tập vu bao cức.,集于苞棘。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ thử tắc.,不能蓺黍稷。
Phụ mẫu hà thực?,父母何食？
"Du du thương thiên,",悠悠蒼天，
Hạt kỳ hữu cực?,曷其有極！
"Túc túc bảo hàng,",肅肅鴇行，
Tập vu bao tang.,集于苞桑。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ đạo lương.,不能蓺稻粱。
Phụ mẫu hà thường?,父母何嘗？
"Du du thương thiên,",悠悠蒼天，
Hạt kỳ hữu thường?,曷其有常。
"Biểu hữu mai,",標有梅，
Kỳ thực thất hề.,其實七兮。
"Cầu ngã thứ sĩ,",求我庶士，
Đãi kỳ cát hề.,迨其吉兮！
"Biểu hữu mai,",標有梅，
Kỳ thực tam hề.,其實三兮。
"Cầu ngã thứ sĩ,",求我庶士，
Đãi kỳ kim hề.,迨其今兮！
"Biểu hữu mai,",標有梅，
Khuynh khuông hí chi.,頃筐塈之。
Cầu ngã thứ sĩ.,求我庶士，
Đãi kỳ vị chi.,迨其謂之！
"Tế phế cam đường,",蔽芾甘棠，
Vật tiễn vật phạt.,勿翦勿伐，
Thiệu Bá sở bạt.,召伯所茇。
"Tế phế cam đường,",蔽芾甘棠，
Vật tiễn vật bị.,勿翦勿敗，
Thiệu Bá sở khí.,召伯所憩。
Tế phế cam đường,蔽芾甘棠，
Vật tiễn vật bế.,勿翦勿拜，
Thiệu Bá sở thuế.,召伯所說。
"Kiết kiết can mao,",孑孑干旄，
Tại Tuấn chi giao.,在浚之郊。
"Tố ty tỵ chi,",素絲紕之，
Lương mã tứ chi.,良馬四之。
"Bỉ xu giả tử,",彼姝者子，
Hà dĩ tý chi?,何以畀之？
"Kiết kiết can dư,",孑孑干旟，
Tại Tuấn chi đô.,在浚之都。
"Tố ty tổ chi,",素絲組之，
Lương mã ngũ chi.,良馬五之。
"Bỉ xu giả tử,",彼姝者子，
Hà dĩ dữ chi?,何以予之？
"Kiết kiết can tinh,",孑孑干旌，
Tại Tuấn chi thành.,在浚之城。
"Tố ty chúc chi,",素絲祝之，
Lương mã lục chi.,良馬六之。
"Bỉ xu giả tử,",彼姝者子，
Hà dĩ cốc chi?,何以告之？
"Cao cầu báo khu,",羔裘豹袪，
Tự ngã nhân cư cư.,自我人居居。
Khỉ vô tha nhân?,豈無他人？
Duy tử chi cố.,維子之故。
"Cao cầu tiêu dao,",羔裘逍遙，
Hồ cầu dĩ trào.,狐裘以朝。
Khỉ bất nhĩ tư?,豈不爾思？
Lao tâm đao đao.,勞心忉忉。
"Cao cầu như nhu,",羔裘如濡，
Tuân trực thả hầu.,洵直且侯。
"Bỉ ký chi tử,",彼其之子，
Xá mệnh bất du.,舍命不渝。
"Cao cầu báo tụ,",羔裘豹褎，
Tự ngã nhân cứu cứu.,自我人究究。
Khỉ vô tha nhân?,豈無他人？
Duy tử chi hẩu.,維子之好。
"Cao cầu ngao tường,",羔裘翱翔，
Hồ cầu tại đường.,狐裘在堂。
Khỉ bất nhĩ tư?,豈不爾思？
Ngã tâm ưu thương.,我心憂傷。
"Cao cầu báo sức,",羔裘豹飾，
Khổng vũ hữu lực.,孔武有力。
"Bỉ ký chi tử,",彼其之子，
Bang chi tư trực.,邦之司直。
"Cao cầu như cáo,",羔裘如膏，
Nhật xuất hữu diệu.,日出有曜。
Khỉ bất nhĩ tư?,豈不爾思？
Trung tâm thị điệu.,中心是悼。
"Cao cầu án hề,",羔裘晏兮，
Tam anh xán hề.,三英粲兮。
"Bỉ ký chi tử,",彼其之子，
Bang chi ngạn hề.,邦之彥兮！
"Cao dương chi bà,",羔羊之皮，
Tố ty ngũ đà.,素絲五紽。
"Thoái thực tự công,",退食自公，
Uy đà uy đà.,委蛇委蛇。
"Cao dương chi cức,",羔羊之革，
"Tố ty ngũ vực,",素絲五緎。
"Uy di uy di,",委蛇委蛇，
Tự công thoái thực.,自公退食。
"Cao dương chi phùng,",羔羊之縫，
"Tố ty ngũ tông,",素絲五總。
"Uy di uy di,",委蛇委蛇，
Thoái thực tự công.,退食自公。
"Củ củ cát cú,",糾糾葛屨，
Khả dĩ lý sương.,可以履霜。
"Tiêm tiêm nữ thủ,",摻摻女手，
Khả dĩ phùng thường.,可以縫裳。
"Yêu chi cức chi,",要之襋之，
Hảo nhân bặc (phục) chi.,好人服之。
"Hảo nhân đề đề,",好人提提，
Uyển nhiên tả tỵ.,宛然左辟。
"Bội kỳ tượng đế,",佩其象揥。
"Duy thị biển tâm,",維是褊心，
Thị dĩ vi thế.,是以為刺。
"Cát chi đàm hề,",葛之覃兮、
Dị vu trung cốc.,施于中谷。
"Duy diệp thê thê,",維葉萋萋、
"Hoàng điểu vu phi,",黃鳥于飛。
"Tập vu quán mộc,",集于灌木、
Kỳ minh giê giê.,其鳴喈喈。
"Cát chi đàm hề,",葛之覃兮、
Dị vu trung cốc.,施于中谷。
"Duy diệp mịch mịch,",維葉莫莫、
Thị ngải thị hoạch.,是刈是濩。
"Vi si vi khích,",為絺為綌、
Phục chi vô dịch.,服之無斁。
"Ngôn cáo sư thị,",言告師氏、
Ngôn cáo ngôn quy.,言告言歸。
"Bạc ô ngã tư,",薄污我私、
Bạc hoãn ngã y.,薄澣我衣。
Hạt hoãn hạt phủ?,害澣害否、
Quy ninh phụ mẫu.,歸寧父母。
"Miên miên cát luỹ,",綿綿葛藟，
Tại Hà chi hổ.,在河之滸。
"Chung viễn huynh đệ,",終遠兄弟，
Vị tha nhân phụ.,謂他人父。
"Vị tha nhân phụ,",謂他人父，
Diệc mạc ngã cú.,亦莫我顧。
"Miên miên cát luỹ,",綿綿葛藟，
Tại Hà chi sĩ.,在河之涘。
"Chung viễn huynh đệ,",終遠兄弟，
Vị tha nhân mỹ.,謂他人母。
"Vị tha nhân mỹ,",謂他人母，
Diệc mạc ngã hĩ.,亦莫我有。
"Miên miên cát luỹ,",綿綿葛藟，
Tại Hà chi thần.,在河之漘。
"Chung viễn huynh đệ,",終遠兄弟，
Vị tha nhân quân.,謂他人昆。
"Vị tha nhân quân,",謂他人昆，
Diệc mạc ngã vân.,亦莫我聞。
"Cát nhật duy mậu,",吉日維戊、
Ký bá ký đào.,既伯既禱。
"Điền xa ký hảo,",田車既好、
Tứ mẫu khổng phụ.,四牡孔阜。
"Thăng bỉ đại phụ,",升彼大阜、
Tòng kỳ quần xú.,從其群丑。
"Cát nhật canh ngọ,",吉日庚午、
Ký sai ngã mã.,既差我馬。
"Thú chi sở đồng,",獸之所同、
U lộc ngữ ngữ.,麀鹿麌麌。
"Tất Tư chi tòng,",漆沮之從、
Thiên tử chi sở.,天子之所。
"Chiêm bỉ trung nguyên,",瞻彼中原、
Kỳ kỳ khổng hữu.,其祁孔有。
"Tiêu tiêu vĩ vĩ,",儦儦俟俟、
Hoặc quần hoặc vĩ.,或群或友。
"Tất suất tả hữu,",悉率左右、
Dĩ yến thiên tử.,以燕天子。
"Ký trương ngã cung,",既張我弓、
Ký hiệp ngã thỉ.,既挾我矢。
"Phát bỉ tiểu ba,",發彼小豝、
Ý thử đại tự.,殪此大兕。
"Dĩ ngự tân khách,",以禦賓客、
Thả dĩ chước lễ.,且以酌醴。
"Cát sinh mông sở,",葛生蒙楚，
Liêm man vu thự.,蘞蔓于野。
Dư mỹ vong thử.,予美亡此，
Thuỳ dữ độc xử?,誰與獨處！
"Cát sinh mông cức,",葛生蒙棘，
Liêm man vu vực.,蘞蔓于域。
Dư mỹ vong thử.,予美亡此，
Thuỳ dữ độc tức?,誰與獨息！
Giác chẩm xán hề!,角枕粲兮，
Cẩm khâm lạn hề!,錦衾爛兮。
"Dư mỹ vong thử,",予美亡此，
Thuỳ dữ độc đán?,誰與獨旦！
"Hạ chi nhật,",夏之日，
Đông chi dự.,冬之夜，
"Bách tuế chi hậu,",百歲之後，
Quy vu kỳ cự.,歸于其居。
"Đông chi dự,",冬之夜，
Hạ chi nhật.,夏之日。
"Bách tuế chi hộ,",百歲之後，
Quy vu kỳ thất.,歸于其室。
"Chẩn lộ vu phi,",振鷺于飛，
Vu bỉ tây ung.,于彼西雝。
"Ngã khách lệ chỉ,",我客戾止，
Diệc hữu tư dung.,亦有斯容。
"Tại bỉ vô ố,",在彼無惡，
Tại thử vô dịch.,在此無斁。
"Thứ cơ túc dạ,",庶幾夙夜，
Dĩ vĩnh chung dự.,以永終譽。
"Chấp cạnh Vũ Vương,",執競武王，
"Vô cạnh duy liệt,",無競維烈，
"Bất hiển Thành Khang,",不顯成康，
Thượng đế thị hoàng.,上帝是皇。
"Tự bỉ Thành Khang,",自彼成康，
"Yểm hữu tứ phương,","奄有四方,"
Cân cân kỳ minh!,斤斤其明！
"Chung cổ hoàng hoàng,",鐘鼓喤喤，
"Khánh quản thương thương,",磬筦將將，
"Giáng phúc nhương nhương,",降福穰穰，
"Giáng phúc giản giản,",降福簡簡，
Uy nghi phản phản.,威儀反反。
"Ký tuý ký bão,",既醉既飽，
Phúc lộc lai phản.,福祿來反。
"Chiêm ngưỡng hạo thiên,",瞻卬昊天，
Tắc bất ngã huệ.,則不我惠。
"Khổng điền bất ninh,",孔填不寧，
Giáng thử đại lệ.,降此大厲。
"Bang mỹ hữu định,",邦靡有定，
Sĩ dân kỳ sái.,士民其瘵。
"Mâu tặc mâu tật,",蟊賊蟊疾，
Mỹ hữu di giới.,靡有夷屆。
"Tội cổ bất thu,",罪罟不收，
Mỹ hữu di trừu.,靡有夷瘳。
"Nhân hữu thổ điền,",人有土田，
Nhữ phản hữu chi;,女反有之；
"Nhân hữu dân nhân,",人有民人，
Nhữ phúc đoạt chi.,女覆奪之。
"Thử nghi vô tội,",此宜無罪，
Nhữ phản thu chi;,女反收之；
"Bỉ nghi hữu tội,",彼宜有罪，
Nhữ phúc thoát chi.,女覆說之。
"Triết phu thành thành,",哲夫成城，
Triết phụ khuynh thành.,哲婦傾城。
"Ý quyết triết phụ,",懿厥哲婦，
Vi kiêu vi si;,為梟為鴟。
"Phụ hữu trường thiệt,",婦有長舌，
Duy lệ chi giai.,維厲之階。
"Loạn phỉ giáng tự thiên,",亂匪降自天，
Sinh tự phụ nhân.,生自婦人。
"Mỹ giáo mỹ hối,",匪教匪誨，
Thời duy phụ tự.,時維婦寺。
"Cúc nhân kĩ thắc,",鞫人忮忒，
Chiêm thuỷ cánh bội.,譫始竟背。
Khởi viết bất cực?,豈曰不極？
Y hồ vi thắc!,伊胡為慝！
"Như cổ tam bội,",如賈三倍，
Quân tử thị thức.,君子是識。
"Phụ vô công sự,",婦無公事，
Hưu kỳ tàm chức.,休其蠶織。
Thiên hà dĩ thích?,天何以刺？
Hà thần bất phúc?,何神不富？
"Xả nhĩ giới địch,",舍爾介狄，
Duy dư tư kỵ.,維予胥忌。
"Bất điếu bất tường,",不弔不祥，
Uy nghi bất loại.,威儀不類。
"Nhân chi vân vong,",人之云亡，
Bang quốc điển tuỵ.,邦國殄瘁。
"Thiên chi giáng võng,",天之降罔，
Duy kỳ ưu hĩ.,維其優矣。
"Nhân chi vân vong,",人之云亡，
Tâm chi ưu hĩ.,心之憂矣。
"Thiên chi giáng võng,",天之降罔，
Duy kỳ cơ hĩ.,維其幾矣。
"Nhân chi vân vong,",人之云亡，
Tâm chi bi hĩ.,心之悲矣。
"Tất phí hạm tuyền,",觱沸檻泉，
Duy kỳ thâm hĩ.,維其深矣。
"Tâm chi ưu hĩ,",心之憂矣，
Ninh tự kim hĩ.,寧自今矣。
"Bất tự ngã tiên,",不自我先，
Bất tự ngã hậu.,不自我後。
"Mạc mạc hạo thiên,",藐藐昊天，
Vô bất khắc củng.,無不克鞏。
"Vô thiểm hoàng tổ,",無忝皇祖，
Thức cứu nhĩ hậu.,式救爾後。
"Thiên sinh chưng dân,",天生烝民，
Hữu vật hữu tắc.,有物有則。
"Dân chi bỉnh di,",民之秉彝，
Hảo thị ý đức.,好是懿德。
"Thiên giám hữu Chu,",天監有周，
Chiêu hà vu hạ.,昭假于下。
"Bảo tư thiên tử,",保茲天子，
Sinh Trọng Sơn Phủ.,生仲山甫。
"Trọng Sơn Phủ chi đức,",仲山甫之德，
Nhu gia duy tắc.,柔嘉維則。
"Lệnh nghi lệnh sắc,",令儀令色，
Tiểu tâm dực dực;,小心翼翼；
"Cổ huấn thị thức,",古訓是式，
Uy nghi thị lực.,威儀是力。
"Thiên tử thị nhược,",天子是若，
Minh mệnh sử phú.,明命使賦。
Vương mệnh Trọng Sơn Phủ:,王命仲山甫：
"Thức thị bách phách,",式是百闢，
"Toản nhung tổ khảo,",纘戎祖考，
Vương cung thị bảo.,王躬是保，
"Xuất nạp vương mệnh,",出納王命。
Vương chi hầu thiệt.,王之喉舌，
"Phú chính vu ngoại,",賦政于外，
Tứ phương viên phát.,四方爰發。
"Túc túc vương mệnh,",肅肅王命，
Trọng Sơn Phủ tương chi;,仲山甫將之；
"Bang quốc nhược bĩ,",邦國若否，
Trọng Sơn Phủ minh chi.,仲山甫明之。
"Ký minh thả triết,",既明且哲，
Dĩ bảo kỳ thân.,以保其身。
"Túc dạ phỉ giải,",夙夜匪解，
Dĩ sự nhất nhân.,以事一人。
Nhân diệc hữu ngôn:,人亦有言：
"Nhu tắc nhự chi,",柔則茹之，
Cương tắc thổ chi.,剛則吐之。
"Duy Trọng Sơn Phủ,",維仲山甫，
"Nhu diệc bất nhự,",柔亦不茹，
Cương diệc bất thổ;,剛亦不吐；
"Bất vũ quan quả,",不侮矜寡，
Bất uý cường ngự.,不畏強禦。
Nhân diệc hữu ngôn:,人亦有言：
"Đức du như mao,",德輶如毛，
Dân tiển khắc cử chi.,民鮮克舉之。
