vi,cn
Cực thổ mộc chi công dĩ sùng công tư chi giải vũ.,極土木之功以崇公私之廨宇。
"Châu lý chi chinh dao trọng khốn,",州里之征徭重困，
Lư diêm chi trữ trục giai không.,閭閻之杼柚皆空。
"Quyết Đông Hải chi thuỷ bất túc dĩ trạc kỳ ô,",決東海之水不足以濯其污，
Khánh Nam Sơn chi trúc bất túc dĩ thư kỳ ác.,罄南山之竹不足以書其惡。
"Thần dân chi sở cộng phẫn,",神民之所共憤，
Thiên địa chi sở bất dung.,天地之所不容。
Dư:,予：
"Phấn tích Lam Sơn,",奮跡藍山，
Thê thân hoang dã.,棲身荒野。
"Niệm thế thù khởi khả cộng đới,",念世讎豈可共戴，
Thệ nghịch tặc nan dữ câu sinh.,誓逆賊難與俱生。
"Thống tâm tật thủ giả thuỳ thập dư niên,",痛心疾首者垂十餘年，
Thường đảm ngoạ tân giả cái phi nhất nhật.,嘗膽臥薪者蓋非一日。
"Phát phẫn vong thực, mỗi nghiên đàm thao lược chi thư,",發憤忘食，每研覃韜略之書，
"Tức cổ nghiệm kim, tế suy cứu hưng vong chi lý.",即古驗今，細推究興亡之理。
"Đồ hồi chi chí,",圖回之志，
Ngộ mị bất vong.,寤寐不忘。
"Đương nghĩa kỳ sơ khởi chi thì,",當義旗初起之時，
Chính tặc thế phương trương chi nhật.,正賊勢方張之日。
Nại dĩ:,奈以：
"Nhân tài thu diệp,",人才秋葉，
Tuấn kiệt thần tinh.,俊傑晨星。
"Bôn tẩu tiên hậu giả ký phạp kỳ nhân,",奔走先後者既乏其人，
Mưu mô duy ác giả hựu quả kỳ trợ.,謀謨帷幄者又寡其助。
"Đặc dĩ cứu dân chi niệm, mỗi uất uất nhi dục đông;",特以救民之念，每鬱鬱而欲東；
"Cố ư đãi hiền chi xa, thường cấp cấp dĩ hư tả.",故於待賢之車，常汲汲已虛左。
Nhiên kỳ:,然其：
"Đắc nhân chi hiệu mang nhược vọng dương,",得人之效茫若望洋，
Do kỷ chi thành thậm ư chửng nịch.,由己之誠甚於拯溺。
"Phẫn hung đồ chi vị diệt,",憤兇徒之未滅，
Niệm quốc bộ chi tao truân.,念國步之遭迍。
"Linh Sơn chi thực tận kiêm tuần,",靈山之食盡兼旬，
Khôi Huyện chi chúng vô nhất lữ.,瑰縣之眾無一旅。
"Cái thiên dục khốn ngã dĩ giáng quyết nhiệm,",蓋天欲困我以降厥任，
Cố dữ ích lệ chí dĩ tế vu nan.,故與益勵志以濟于難。
"Yết can vi kỳ, manh lệ chi đồ tứ tập;",揭竿為旗，氓隸之徒四集
"Đầu giao hưởng sĩ, phụ tử chi binh nhất tâm.",投醪饗士，父子之兵一心。
"Dĩ nhược chế cường, hoặc công nhân chi bất bị;",以弱制彊，或攻人之不備；
Dĩ quả địch chúng thường thiết phục dĩ xuất kỳ.,以寡敵眾常設伏以出奇。
Tốt năng:,卒能：
"Dĩ đại nghĩa nhi thắng hung tàn,",以大義而勝兇殘，
Dĩ chí nhân nhi dị cường bạo.,以至仁而易彊暴。
"Bồ Đằng chi đình khu điện xế,",蒲藤之霆驅電掣，
Trà Lân chi trúc phá hôi phi.,茶麟之竹破灰飛。
"Sĩ khí dĩ chi ích tăng,",士氣以之益增，
Quân thanh dĩ chi đại chấn.,軍聲以之大振。
"Trần Trí, Sơn Thọ văn phong nhi sỉ phách,",陳智山壽聞風而褫魄，
"Lý An, Phương Chính giả tức dĩ thâu sinh.",李安方政假息以偷生。
"Thừa thắng trường khu, Tây Kinh ký vị ngã hữu;",乘勝長驅，西京既為我有；
"Tuyển binh tiến thủ, Đông Đô tận phục cựu cương.",選兵進取，東都盡復舊疆。
"Ninh Kiều chi huyết thành xuyên, lưu tinh vạn lý;",寧橋之血成川，流腥萬里；
"Tốt Động chi thi tích dã, di xú thiên niên.",窣洞之屍積野，遺臭千年。
"Trần Hiệp tặc chi phúc tâm, ký kiêu kỳ thủ;",陳洽賊之腹心，既梟其首；
"Lý Lượng tặc chi gian đố, hựu bạo quyết thi.",李亮賊之奸蠹，又暴厥屍。
"Vương Thông lý loạn nhi phần giả ích phần,",王通理亂而焚者益焚，
Mã Anh cứu đấu nhi nộ giả ích nộ.,馬瑛救鬥而怒者益怒。
"Bỉ trí cùng nhi lực tận, thúc thủ đãi vong;",彼智窮而力盡，束手待亡；
"Ngã mưu phạt nhi tâm công, bất chiến tự khuất.",我謀伐而心攻，不戰自屈。
"Vị bỉ tất dị tâm nhi cải lự,",謂彼必易心而改慮，
Khởi ý phục tác nghiệt dĩ tốc cô.,豈意復作孽以速辜。
"Chấp nhất kỷ chi kiến dĩ giá hoạ ư tha nhân,",執一己之見以嫁禍於他人，
Tham nhất thì chi công dĩ di tiếu ư thiên hạ.,貪一時之功以貽笑於天下。
"Toại linh Tuyên Đức chi giảo đồng, độc binh vô yếm;",遂靈宣德之狡童，黷兵無厭；
"Nhưng mệnh Thạnh Thăng chi noạ tướng, dĩ du cứu phần.",仍命晟昇之懦將，以油救焚。
"Đinh vị cửu nguyệt Liễu Thăng toại dẫn binh do Khâu Ôn nhi tiến,",丁未九月柳昇遂引兵猶邱溫而進，
Bản niên thập nguyệt Mộc Thạnh hựu phân đồ tự Vân Nam nhi lai.,本年十月木晟又分途自雲南而來。
"Dư tiền ký tuyển binh tái hiểm dĩ tồi kỳ phong,",予前既選兵塞險以摧其鋒，
Dư hậu tái điều binh tiệt lộ dĩ đoạn kỳ thực.,予後再調兵截路以斷其食。
"Bản nguyệt thập bát nhật Liễu Thăng vị ngã quân sở công, kế truỵ ư Chi Lăng chi dã;",本月十八日柳昇為我軍所攻，計墜於支稜之野；
"Bản nguyệt nhị thập nhật Liễu Thăng hựu vị ngã quân sở bại, thân tử ư Mã An chi sơn.",本月二十日柳昇又為我軍所敗，身死於馬鞍之山。
"Nhị thập ngũ nhật Bảo Định bá Lương Minh trận hãm nhi táng khu,",二十五日保定伯梁銘陣陷而喪軀，
Nhị thập bát nhật Thượng thư Lý Khánh kế cùng nhi vẫn thủ.,二十八日尚書李慶計窮而刎首。
"Ngã toại nghênh nhận nhi giải,",我遂迎刃而解，
Bỉ tự đảo qua tương công.,彼自倒戈相攻。
"Kế nhi tứ diện thiêm binh dĩ bao vi,",繼而四面添兵以包圍，
Kỳ dĩ thập nguyệt trung tuần nhi điễn diệt.,期以十月中旬而殄滅。
"Viên tuyển tì hưu chi sĩ,",爰選貔貅之士，
Thân mệnh trảo nha chi thần.,申命爪牙之臣。
"Ẩm tượng nhi hà thuỷ càn,",飲象而河水乾，
Ma đao nhi sơn thạch quyết.,磨刀而山石鈌。
"Nhất cổ nhi kình khô ngạc đoạn,",一鼓而鯨刳鱷斷，
Tái cổ nhi điểu tán quân kinh.,再鼓而鳥散麇驚。
"Quyết hội nghĩ ư băng đê,",決潰蟻於崩堤，
Chấn cương phong ư cảo diệp.,振剛風於稿葉。
"Đô đốc Thôi Tụ tất hành nhi tống khoản,",都督崔聚膝行而送款，
Thượng thư Hoàng Phúc diện phọc dĩ tựu cầm.,尚書黃福面縛以就擒。
"Cương thi tái Lượng Giang, Lượng Sơn chi đồ,",僵屍塞諒江諒山之途，
"Chiến huyết xích Xương Giang, Bình Than chi thuỷ.",戰血赤昌江平灘之水。
"Phong vân vị chi biến sắc,",風雲為之變色，
Nhật nguyệt thảm dĩ vô quang.,日月慘以無光。
"Kỳ Vân Nam binh vị ngã quân sở ách ư Lê Hoa, tự đỗng nghi hư hạt nhi tiên dĩ phá phủ;",其雲南兵為我軍所扼於梨花，自恫疑虛喝而先以破腑；
"Kỳ Mộc Thạnh chúng văn Thăng quân sở bại ư Cần Trạm, toại lận tạ bôn hội nhi cận đắc thoát thân.",其沐晟眾聞昇軍所敗於芹站，遂躪藉奔潰而僅得脫身。
"Lãnh Câu chi huyết chử phiếu, giang thuỷ vị chi ô yết;",冷溝之血杵漂，江水為之嗚咽；
"Đan Xá chi thi sơn tích, dã thảo vị chi ân hồng.",丹舍之屍山積，野草為之殷紅。
"Lưỡng lộ cứu binh ký bất toàn chủng nhi câu bại,",兩路救兵既不旋踵而俱敗，
Các thành cùng khấu diệc tướng giải giáp dĩ xuất hàng.,各城窮寇亦將解甲以出降。
"Tặc thủ thành cầm, bỉ ký trạo ngạ hổ khất liên chi vĩ;",賊首成擒，彼既掉餓虎乞憐之尾；
"Thần võ bất sát, dư diệc thể thượng đế hiếu sinh chi tâm.",神武不殺，予亦體上帝孝生之心。
"Tham tướng Phương Chính, Nội quan Mã Kỳ, tiên cấp hạm ngũ bách dư sưu, ký độ hải nhi do thả hồn phi phách tán;",參將方政，內官馬騏，先給艦五百餘艘，既渡海而猶且魂飛魄散；
"Tổng binh Vương Thông, Tham chính Mã Anh, hựu cấp mã sổ thiên dư thất, dĩ hoàn quốc nhi ích tự cổ lật tâm kinh.",總兵王通，參政馬瑛，又給馬數千餘匹，已還國而益自股慄心驚。
"Bỉ ký uý tử tham sinh, nhi tu hảo hữu thành;",彼既畏死貪生，而修好有誠；
"Dư dĩ toàn quân vi thượng, nhi dục dân chi đắc tức.",予以全軍為上，而欲民之得息。
"Phi duy mưu kế chi cực kỳ thâm viễn,",非惟謀計之極其深遠，
Cái diệc cổ kim chi sở vị kiến văn.,蓋亦古今之所未見聞。
"Xã tắc dĩ chi điện an,",社稷以之奠安，
Sơn xuyên dĩ chi cải quan.,山川以之改觀。
"Càn khôn ký bĩ nhi phục thái,",乾坤既否而復泰，
Nhật nguyệt ký hối nhi phục minh.,日月既晦而復明。
"Vu dĩ khai vạn thế thái bình chi cơ,",于以開萬世太平之基，
Vu dĩ tuyết thiên địa vô cùng chi sỉ.,于以雪天地無窮之恥。
"Thị do thiên địa tổ tông chi linh hữu,",是由天地祖宗之靈有，
Dĩ mặc tương âm hữu nhi trí nhiên dã.,以默相陰佑而致然也！
Ô hô!,於戲！
"Nhất nhung đại định, hất thành vô cạnh chi công;",一戎大定，迄成無競之功；
"Tứ hải vĩnh thanh, đản bố duy tân chi cáo.",四海永清，誕布維新之誥。
"Bá cáo hà nhĩ,",播告遐邇，
Hàm sử văn tri.,咸使聞知。
"Tự viết: Tích Thương Hiệt sáng nghiệp, hàn mặc tác dụng, thư khế hưng yên. Phù chế tác thượng thánh tắc hiến giả, mạc tiên hồ bút. Tường nguyên kỳ sở do, cứu sát kỳ thành công, thước hồ hoán hồ, phất khả thượng hỹ.",序曰：昔蒼頡創業，翰墨作用，書契興焉。夫制作上聖則憲者，莫先乎筆。詳原其所由，究察其成功，鑠乎煥乎，弗可尚矣。
"Phú viết: Duy kỳ hàn chi sở sinh, vu quý đông chi giảo thố. Tính tinh cức dĩ phiếu hãn, thể thuyên tấn dĩ sính bộ. Tước văn trúc dĩ vi quản, gia tất ty chi triền thúc. Hình điệu đoàn dĩ trực đoan, nhiễm huyền mặc dĩ định sắc. Hoạ càn khôn chi âm dương, tán Mật hoàng chi hồng huân. Tự Ngũ đế chi hưu đức, dương đãng đãng chi minh văn. Kỷ Tam vương chi công phạt hề, biểu bát bách chi tứ cẩn. Truyền Lục kinh nhi chuế Bách thị hề, kiến hoàng cực nhi tự di luân. Tổng nhân sự ư ám muội hề, tán u minh vu minh thần. Tượng loại đa dụ, mĩ thi bất hiệp. Thượng cương hạ nhu, càn khôn vị dã. Tân cố đại tạ, tứ thời tự dã. Viên hoà chính trực, quy củ cực dã. Nguyên thủ hoàng quản, thiên địa sắc dã. Vân vân.",賦曰：惟其翰之所生，于季冬之狡兔，性精亟以慓悍，體遄迅以騁步。削文竹以為管，加漆絲之纏束，形調摶以直端，染玄墨以定色，畫乾坤之陰陽，讚宓皇之洪勳，敘五帝之休德，揚蕩蕩之明文。紀三王之功伐兮，表八百之肆覲。傳六經而綴百氏兮，建皇極而序彝倫。綜人事於晻昧兮，贊幽冥于明神。象類多喻，靡施不協。上剛下柔，乾坤位也。新故代謝，四時序也。圓和正直，規矩極也。元首黃管，天地色也。云云。
"Duy hoàng Đường chi lục diệp, thực Minh Hoàng chi sơ niên.",維皇唐之六葉，實明皇之初年。
"Thể cần kiệm chi mỹ đức, cung hữu ái chi tính thiên.",體勤儉之美德，躬友愛之性天。
"Ký xích viễn ư nữ sắc, diệc bính tuyệt ư du điền.",既斥遠於女色，亦屏絕於遊畋。
"Cấm cẩm tú nhi bất bửu, thị phác tố vi dân tiên.",禁錦繡而不寶，示樸素為民先。
"Bất dĩ vị vi dật lạc, niệm vương nghiệp chi gian nan.",不以位為逸樂，念王業之艱難。
"Tiêu y cán thực, nhậm sử năng hiền.",宵衣旰食，任使能賢。
"Thân lâm thứ chính, tổng lãm hoá quyền.",親臨庶政，總攬化權。
"Kỳ phối mỹ ư Đường Ngu chi tế, chủng trị công ư Văn hoàng chi gian.",其配美於唐虞之際，踵治功於文皇之間。
"Cần chính danh lâu, cái hữu do nhiên.",勤政名樓，蓋有由然。
"Tưởng kỳ: ly cung biệt quán, ẩn lâu thiền liên.",想其：離宮別館，隱樓蟬聯。
"Chư vương để đệ, la lạc liên diên.",諸王邸弟，羅絡連延。
"Hoa Ngạc tù tốt hề kỳ hữu, Hưng Khánh cùng sùng hề kỳ thiên.",華萼崷崒兮其右，興慶窮崇兮其偏。
"Hoa suy quế đống, chi nhi tảo biên.",花榱桂棟，芝栭藻櫋。
"Tuyền đề loát dao không chi vụ, điêu đống lăng tình hạo chi yên.",璇題刷瑤空之霧，雕棟凌晴昊之煙。
"Khoát càn khôn chi hạp tịch, thông Hy nga chi vãng hoàn.",豁乾坤之闔闢，通羲娥之往還。
"Tráng thần kinh chi vĩ vọng, tủng vũ nội chi quan chiêm.",壯神京之偉望，聳宇內之觀瞻。
"Đãi phù: ngọc lậu thanh tàn, kê nhân báo thự.",迨夫：玉漏聲殘，雞人報曙。
"Trĩ vĩ tà khai, vân cừu tiến ngự.",雉尾斜開，雲裘進御。
"Thanh tất nhất thanh, thiên quan ảnh phụ.",清畢一聲，千官影附。
"Hấp thiên hương hề phức uất, đạm vũ bảo hề dung dữ.",潝天香兮馥鬱，淡羽葆兮容與。
"Liễu tráo triêu yên, hoa hợp túc lộ.",柳罩朝煙，花合宿露。
"San ngọc bội hề tương tương, tân y quan hề sở sở.",珊玉佩兮將將，繽衣冠兮楚楚。
"Đế nãi ngự lâu, dĩ lâm thứ sự.",帝乃御樓，以臨庶事。
"Tướng tướng bách quan, đài viện sảnh thự.",將相百官，臺院省署。
"Chấn chấn uyên hàng, trật trật nhạn tự.",振振鴛行，秩秩雁字。
"Tiến ngôn dĩ chức, tấu sự dĩ thứ.",進言以職，奏事以次。
"Đế ư thị, đạt tứ thông minh tứ mục, thính hiến khả dữ thế phủ, đô du dữ hô phất.",帝於是，達四聰明四目，聽獻可與替否，都俞與呼咈。
Chính hữu vị hành hề tư hữu dĩ phát.,政有未行兮思有以發。
Đức hữu vị phu hề tư hữu dĩ hợp.,德有未敷兮思有以洽。
Hình hữu vị đáng hề tư hữu dĩ tuất.,形有未當兮思有以恤。
Dân hữu vị an hề tư hữu dĩ tập.,民有未安兮思有以輯。
Lợi hữu vị hưng hề tư hữu dĩ thí.,利有未興兮思有以施。
Hại hữu vị trừ hề tư hữu dĩ cách.,害有未除兮思有以革。
"Nghiệp nghiệp căng căng, vạn cơ nhất nhật.",業業兢兢，萬幾一日。
"Duy cơ duy khang, vô lạc vô dật.",惟幾惟康，無樂無逸。
Nhân trạch chu lưu hề bàng tiếp thứ vật.,仁澤周流兮旁浹庶物。
Vạn tính âu ca hề tam thuỳ yến thiếp.,萬姓謳歌兮三陲宴帖。
"Nghi kỳ trí Khai Nguyên thái bình chi thịnh, quang Thái Tông Trinh Quán chi liệt dã!",宜其致開元太平之盛，光太宗貞觀之烈也。
"Tích hồ: tiên khắc hữu chung, đồ hữu kỳ thuỷ.",惜乎：鮮克有終，徒有其始。
"Vô dật chi đồ, hoán dĩ sơn xuyên; dục tâm nhất manh, cùng xa cực xỉ.",無逸之圖，換以山川；欲心一萌，窮奢極侈。
"Cửu Linh sàm nhi Dương Lý tiến, Hàn hưu lão nhi Diêu Tống tử.",九齡讒而楊李進，韓休老而姚宋死。
"Đăng Liên Xương chi Vọng Tiên hề, huyễn Ngọc Hoàn chi châu thuý.",登連昌之望仙兮，眩玉環之珠翠。
"Y Trầm Hương chi lan can hề, phù hải đường chi thuỵ khỉ.",依沉香之欄杆兮，扶海棠之睡起。
"Nghê thường vũ y, minh mâu hạo xỉ.",霓裳羽衣，明眸皓齒。
"Hồ sồ cẩm băng chi du, biến quan cấm nội.",胡雛錦繃之遊，遍觀禁內。
"Ninh vương ngọc địch chi thanh, thâu truyền thành thị.",寧王玉笛之聲，偷傳城巿。
"Bao tàng hoạ tâm, trậm độc cam mỹ.",包藏禍心，鴆毒甘美。
"Như thố hoả ư tích tân, vị quốc gia chi khả thị.",如厝火於積薪，謂國家之可恃。
"Cập hồ: Ngư Dương soái thần, cổ bề động địa.",及乎：漁陽帥臣，鼓鼙動地。
"Thất mã nam tuần, hồ trần tứ khỉ.",匹馬南巡，胡塵四起。
"Phó miếu xã ư kiếp hôi, phỏng kiều danh ư Vạn Lý.",付廟社於劫灰，訪橋名於萬里。
"Lại thiên đạo chi hảo hoàn, hữu Linh Võ chi thánh tử.",賴天道之好還，有靈武之聖子。
"Tu đồn thú chi lỗ lâu, trúc Lệ Tiều chi bách Trĩ.",修屯戍之櫓樓，築麗譙之百雉。
"Hậu sóc vọng chi kinh trần, cảnh sĩ tốt chi đoạ thỉ.",侯朔望之驚塵，警士卒之惰弛。
"Vạn Lý lai qui, Cẩm Giang Ngọc Luỹ.",萬里來歸，錦江玉壘。
